household_id,tariff_type,acorn_code,area_group
MAC002939,Std,ACORN-E,Affluent
MAC005109,Std,ACORN-E,Affluent
MAC005156,Std,ACORN-E,Affluent
MAC003010,Std,ACORN-E,Affluent
MAC003014,Std,ACORN-E,Affluent
MAC005038,Std,ACORN-E,Affluent
MAC005040,Std,ACORN-E,Affluent
MAC003083,Std,ACORN-E,Affluent
MAC005041,Std,ACORN-E,Affluent
MAC005044,Std,ACORN-E,Affluent
MAC005047,Std,ACORN-E,Affluent
MAC003075,Std,ACORN-E,Affluent
MAC003073,Std,ACORN-E,Affluent
MAC003071,Std,ACORN-E,Affluent
MAC005055,Std,ACORN-E,Affluent
MAC003067,Std,ACORN-E,Affluent
MAC003066,Std,ACORN-E,Affluent
MAC000284,Std,ACORN-E,Affluent
MAC005063,Std,ACORN-E,Affluent
MAC003058,Std,ACORN-E,Affluent
MAC003056,Std,ACORN-E,Affluent
MAC003054,Std,ACORN-E,Affluent
MAC005065,Std,ACORN-E,Affluent
MAC003052,Std,ACORN-E,Affluent
MAC003046,Std,ACORN-E,Affluent
MAC003039,Std,ACORN-E,Affluent
MAC005075,Std,ACORN-E,Affluent
MAC005086,Std,ACORN-E,Affluent
MAC005088,Std,ACORN-E,Affluent
MAC005094,Std,ACORN-E,Affluent
MAC005097,Std,ACORN-E,Affluent
MAC005098,Std,ACORN-E,Affluent
MAC003017,Std,ACORN-E,Affluent
MAC003016,Std,ACORN-E,Affluent
MAC003011,Std,ACORN-E,Affluent
MAC005037,Std,ACORN-E,Affluent
MAC005165,Std,ACORN-E,Affluent
MAC002920,Std,ACORN-E,Affluent
MAC005225,Std,ACORN-E,Affluent
MAC002841,Std,ACORN-E,Affluent
MAC005226,Std,ACORN-E,Affluent
MAC005227,Std,ACORN-E,Affluent
MAC002835,Std,ACORN-E,Affluent
MAC002831,Std,ACORN-E,Affluent
MAC000296,Std,ACORN-E,Affluent
MAC005231,Std,ACORN-E,Affluent
MAC005232,Std,ACORN-E,Affluent
MAC005233,Std,ACORN-E,Affluent
MAC005234,Std,ACORN-E,Affluent
MAC005235,Std,ACORN-E,Affluent
MAC005238,Std,ACORN-E,Affluent
MAC002817,Std,ACORN-E,Affluent
MAC002815,Std,ACORN-E,Affluent
MAC000297,Std,ACORN-E,Affluent
MAC002810,Std,ACORN-E,Affluent
MAC005242,Std,ACORN-E,Affluent
MAC002807,Std,ACORN-E,Affluent
MAC002804,Std,ACORN-E,Affluent
MAC005248,Std,ACORN-E,Affluent
MAC002791,Std,ACORN-E,Affluent
MAC002790,Std,ACORN-E,Affluent
MAC005251,Std,ACORN-E,Affluent
MAC002784,Std,ACORN-E,Affluent
MAC005253,Std,ACORN-E,Affluent
MAC005257,Std,ACORN-E,Affluent
MAC002777,Std,ACORN-E,Affluent
MAC005262,Std,ACORN-E,Affluent
MAC005223,Std,ACORN-E,Affluent
MAC002921,Std,ACORN-E,Affluent
MAC005222,Std,ACORN-E,Affluent
MAC005220,Std,ACORN-E,Affluent
MAC002919,Std,ACORN-E,Affluent
MAC005175,Std,ACORN-E,Affluent
MAC002914,Std,ACORN-E,Affluent
MAC005177,Std,ACORN-E,Affluent
MAC005178,Std,ACORN-E,Affluent
MAC001105,ToU,ACORN-E,Affluent
MAC005183,Std,ACORN-E,Affluent
MAC005185,Std,ACORN-E,Affluent
MAC005187,Std,ACORN-E,Affluent
MAC005192,Std,ACORN-E,Affluent
MAC002896,Std,ACORN-E,Affluent
MAC005196,Std,ACORN-E,Affluent
MAC005198,Std,ACORN-E,Affluent
MAC002888,Std,ACORN-E,Affluent
MAC005199,Std,ACORN-E,Affluent
MAC005202,Std,ACORN-E,Affluent
MAC002880,Std,ACORN-E,Affluent
MAC005203,Std,ACORN-E,Affluent
MAC002876,Std,ACORN-E,Affluent
MAC005209,Std,ACORN-E,Affluent
MAC002865,Std,ACORN-E,Affluent
MAC005214,Std,ACORN-E,Affluent
MAC002860,Std,ACORN-E,Affluent
MAC000295,Std,ACORN-E,Affluent
MAC002858,Std,ACORN-E,Affluent
MAC005215,Std,ACORN-E,Affluent
MAC005217,Std,ACORN-E,Affluent
MAC005218,Std,ACORN-E,Affluent
MAC002853,Std,ACORN-E,Affluent
MAC005221,Std,ACORN-E,Affluent
MAC002772,Std,ACORN-E,Affluent
MAC005033,Std,ACORN-E,Affluent
MAC005030,Std,ACORN-E,Affluent
MAC003290,Std,ACORN-E,Affluent
MAC004864,Std,ACORN-E,Affluent
MAC004869,Std,ACORN-E,Affluent
MAC004871,Std,ACORN-E,Affluent
MAC004876,Std,ACORN-E,Affluent
MAC004877,Std,ACORN-E,Affluent
MAC000263,Std,ACORN-E,Affluent
MAC003273,Std,ACORN-E,Affluent
MAC004879,Std,ACORN-E,Affluent
MAC004881,Std,ACORN-E,Affluent
MAC004884,Std,ACORN-E,Affluent
MAC004885,Std,ACORN-E,Affluent
MAC004886,Std,ACORN-E,Affluent
MAC000264,Std,ACORN-E,Affluent
MAC004891,Std,ACORN-E,Affluent
MAC004895,Std,ACORN-E,Affluent
MAC004899,Std,ACORN-E,Affluent
MAC000126,Std,ACORN-E,Affluent
MAC004904,Std,ACORN-E,Affluent
MAC004906,Std,ACORN-E,Affluent
MAC004907,Std,ACORN-E,Affluent
MAC004908,Std,ACORN-E,Affluent
MAC004909,Std,ACORN-E,Affluent
MAC004913,Std,ACORN-E,Affluent
MAC004914,Std,ACORN-E,Affluent
MAC000270,Std,ACORN-E,Affluent
MAC004918,Std,ACORN-E,Affluent
MAC004919,Std,ACORN-E,Affluent
MAC004923,Std,ACORN-E,Affluent
MAC004863,Std,ACORN-E,Affluent
MAC000273,Std,ACORN-E,Affluent
MAC004858,Std,ACORN-E,Affluent
MAC004856,Std,ACORN-E,Affluent
MAC004756,Std,ACORN-E,Affluent
MAC004758,Std,ACORN-E,Affluent
MAC003378,Std,ACORN-E,Affluent
MAC004759,Std,ACORN-E,Affluent
MAC004769,Std,ACORN-E,Affluent
MAC004774,Std,ACORN-E,Affluent
MAC004775,Std,ACORN-E,Affluent
MAC004778,Std,ACORN-E,Affluent
MAC003362,Std,ACORN-E,Affluent
MAC004779,Std,ACORN-E,Affluent
MAC000242,Std,ACORN-E,Affluent
MAC004784,Std,ACORN-E,Affluent
MAC004797,Std,ACORN-E,Affluent
MAC004798,Std,ACORN-E,Affluent
MAC004802,Std,ACORN-E,Affluent
MAC004803,Std,ACORN-E,Affluent
MAC004806,Std,ACORN-E,Affluent
MAC004813,Std,ACORN-E,Affluent
MAC004815,Std,ACORN-E,Affluent
MAC004819,Std,ACORN-E,Affluent
MAC004826,Std,ACORN-E,Affluent
MAC004833,Std,ACORN-E,Affluent
MAC004836,Std,ACORN-E,Affluent
MAC003312,Std,ACORN-E,Affluent
MAC004846,Std,ACORN-E,Affluent
MAC000253,Std,ACORN-E,Affluent
MAC004849,Std,ACORN-E,Affluent
MAC004852,Std,ACORN-E,Affluent
MAC004854,Std,ACORN-E,Affluent
MAC004857,Std,ACORN-E,Affluent
MAC005032,Std,ACORN-E,Affluent
MAC004930,Std,ACORN-E,Affluent
MAC004936,Std,ACORN-E,Affluent
MAC004995,Std,ACORN-E,Affluent
MAC004996,Std,ACORN-E,Affluent
MAC004998,Std,ACORN-E,Affluent
MAC003141,Std,ACORN-E,Affluent
MAC004999,Std,ACORN-E,Affluent
MAC005001,Std,ACORN-E,Affluent
MAC005005,Std,ACORN-E,Affluent
MAC005007,Std,ACORN-E,Affluent
MAC005008,Std,ACORN-E,Affluent
MAC003130,Std,ACORN-E,Affluent
MAC005009,Std,ACORN-E,Affluent
MAC005014,Std,ACORN-E,Affluent
MAC003122,Std,ACORN-E,Affluent
MAC005018,Std,ACORN-E,Affluent
MAC005020,Std,ACORN-E,Affluent
MAC003115,Std,ACORN-E,Affluent
MAC003114,Std,ACORN-E,Affluent
MAC003113,Std,ACORN-E,Affluent
MAC005021,Std,ACORN-E,Affluent
MAC000282,Std,ACORN-E,Affluent
MAC005025,Std,ACORN-E,Affluent
MAC005026,Std,ACORN-E,Affluent
MAC003106,Std,ACORN-E,Affluent
MAC003105,Std,ACORN-E,Affluent
MAC005027,Std,ACORN-E,Affluent
MAC003103,Std,ACORN-E,Affluent
MAC003098,Std,ACORN-E,Affluent
MAC000120,Std,ACORN-E,Affluent
MAC005029,Std,ACORN-E,Affluent
MAC003147,Std,ACORN-E,Affluent
MAC004933,Std,ACORN-E,Affluent
MAC003148,Std,ACORN-E,Affluent
MAC003150,Std,ACORN-E,Affluent
MAC000274,Std,ACORN-E,Affluent
MAC004938,Std,ACORN-E,Affluent
MAC004939,Std,ACORN-E,Affluent
MAC004940,Std,ACORN-E,Affluent
MAC004942,Std,ACORN-E,Affluent
MAC004950,Std,ACORN-E,Affluent
MAC000275,Std,ACORN-E,Affluent
MAC004954,Std,ACORN-E,Affluent
MAC004958,Std,ACORN-E,Affluent
MAC004961,Std,ACORN-E,Affluent
MAC004963,Std,ACORN-E,Affluent
MAC004964,Std,ACORN-E,Affluent
MAC004966,Std,ACORN-E,Affluent
MAC004971,Std,ACORN-E,Affluent
MAC004972,Std,ACORN-E,Affluent
MAC004973,Std,ACORN-E,Affluent
MAC004974,Std,ACORN-E,Affluent
MAC004981,Std,ACORN-E,Affluent
MAC004982,Std,ACORN-E,Affluent
MAC004984,Std,ACORN-E,Affluent
MAC000280,Std,ACORN-E,Affluent
MAC004986,Std,ACORN-E,Affluent
MAC000122,Std,ACORN-E,Affluent
MAC004991,Std,ACORN-E,Affluent
MAC003160,Std,ACORN-E,Affluent
MAC003159,Std,ACORN-E,Affluent
MAC003158,Std,ACORN-E,Affluent
MAC004992,Std,ACORN-E,Affluent
MAC003153,Std,ACORN-E,Affluent
MAC004993,Std,ACORN-E,Affluent
MAC001943,Std,ACORN-E,Affluent
MAC004068,Std,ACORN-E,Affluent
MAC004880,ToU,ACORN-E,Affluent
MAC002534,ToU,ACORN-E,Affluent
MAC001387,Std,ACORN-E,Affluent
MAC002536,ToU,ACORN-E,Affluent
MAC001384,Std,ACORN-E,Affluent
MAC000729,Std,ACORN-E,Affluent
MAC000072,Std,ACORN-E,Affluent
MAC000730,Std,ACORN-E,Affluent
MAC004731,ToU,ACORN-E,Affluent
MAC002560,ToU,ACORN-E,Affluent
MAC002568,ToU,ACORN-E,Affluent
MAC000732,Std,ACORN-E,Affluent
MAC001378,Std,ACORN-E,Affluent
MAC000733,Std,ACORN-E,Affluent
MAC001376,Std,ACORN-E,Affluent
MAC004728,ToU,ACORN-E,Affluent
MAC001374,Std,ACORN-E,Affluent
MAC002578,ToU,ACORN-E,Affluent
MAC000361,Std,ACORN-E,Affluent
MAC004720,ToU,ACORN-E,Affluent
MAC002533,ToU,ACORN-E,Affluent
MAC004733,ToU,ACORN-E,Affluent
MAC004746,ToU,ACORN-E,Affluent
MAC002508,ToU,ACORN-E,Affluent
MAC001430,Std,ACORN-E,Affluent
MAC002432,ToU,ACORN-E,Affluent
MAC000700,Std,ACORN-E,Affluent
MAC000701,Std,ACORN-E,Affluent
MAC001424,Std,ACORN-E,Affluent
MAC002444,ToU,ACORN-E,Affluent
MAC000018,Std,ACORN-E,Affluent
MAC000706,Std,ACORN-E,Affluent
MAC004770,ToU,ACORN-E,Affluent
MAC001367,Std,ACORN-E,Affluent
MAC002446,ToU,ACORN-E,Affluent
MAC001412,Std,ACORN-E,Affluent
MAC001411,Std,ACORN-E,Affluent
MAC002470,ToU,ACORN-E,Affluent
MAC001404,Std,ACORN-E,Affluent
MAC004767,ToU,ACORN-E,Affluent
MAC000359,Std,ACORN-E,Affluent
MAC004765,ToU,ACORN-E,Affluent
MAC004757,ToU,ACORN-E,Affluent
MAC004755,ToU,ACORN-E,Affluent
MAC001416,Std,ACORN-E,Affluent
MAC004716,ToU,ACORN-E,Affluent
MAC000742,Std,ACORN-E,Affluent
MAC001363,Std,ACORN-E,Affluent
MAC002677,ToU,ACORN-E,Affluent
MAC002679,ToU,ACORN-E,Affluent
MAC001329,Std,ACORN-E,Affluent
MAC001328,Std,ACORN-E,Affluent
MAC004668,ToU,ACORN-E,Affluent
MAC001325,Std,ACORN-E,Affluent
MAC002686,ToU,ACORN-E,Affluent
MAC002690,ToU,ACORN-E,Affluent
MAC001321,Std,ACORN-E,Affluent
MAC004670,ToU,ACORN-E,Affluent
MAC004661,ToU,ACORN-E,Affluent
MAC000762,Std,ACORN-E,Affluent
MAC001315,Std,ACORN-E,Affluent
MAC002695,ToU,ACORN-E,Affluent
MAC002712,ToU,ACORN-E,Affluent
MAC001311,Std,ACORN-E,Affluent
MAC000764,Std,ACORN-E,Affluent
MAC002713,ToU,ACORN-E,Affluent
MAC000765,Std,ACORN-E,Affluent
MAC000767,Std,ACORN-E,Affluent
MAC001320,Std,ACORN-E,Affluent
MAC001433,Std,ACORN-E,Affluent
MAC000756,Std,ACORN-E,Affluent
MAC001333,Std,ACORN-E,Affluent
MAC001361,Std,ACORN-E,Affluent
MAC001358,Std,ACORN-E,Affluent
MAC000745,Std,ACORN-E,Affluent
MAC002593,ToU,ACORN-E,Affluent
MAC004697,ToU,ACORN-E,Affluent
MAC002596,ToU,ACORN-E,Affluent
MAC000747,Std,ACORN-E,Affluent
MAC001353,Std,ACORN-E,Affluent
MAC001350,Std,ACORN-E,Affluent
MAC001332,Std,ACORN-E,Affluent
MAC000749,Std,ACORN-E,Affluent
MAC002609,ToU,ACORN-E,Affluent
MAC002614,ToU,ACORN-E,Affluent
MAC004687,ToU,ACORN-E,Affluent
MAC001344,Std,ACORN-E,Affluent
MAC002625,ToU,ACORN-E,Affluent
MAC002633,ToU,ACORN-E,Affluent
MAC001337,Std,ACORN-E,Affluent
MAC002675,ToU,ACORN-E,Affluent
MAC000753,Std,ACORN-E,Affluent
MAC001347,Std,ACORN-E,Affluent
MAC001434,Std,ACORN-E,Affluent
MAC001436,Std,ACORN-E,Affluent
MAC002421,ToU,ACORN-E,Affluent
MAC001537,Std,ACORN-E,Affluent
MAC004937,ToU,ACORN-E,Affluent
MAC001534,Std,ACORN-E,Affluent
MAC000663,Std,ACORN-E,Affluent
MAC000351,Std,ACORN-E,Affluent
MAC001532,Std,ACORN-E,Affluent
MAC004932,ToU,ACORN-E,Affluent
MAC000353,Std,ACORN-E,Affluent
MAC004926,ToU,ACORN-E,Affluent
MAC002164,ToU,ACORN-E,Affluent
MAC001526,Std,ACORN-E,Affluent
MAC000669,Std,ACORN-E,Affluent
MAC001522,Std,ACORN-E,Affluent
MAC001521,Std,ACORN-E,Affluent
MAC001519,Std,ACORN-E,Affluent
MAC001517,Std,ACORN-E,Affluent
MAC001516,Std,ACORN-E,Affluent
MAC000012,Std,ACORN-E,Affluent
MAC001514,Std,ACORN-E,Affluent
MAC001513,Std,ACORN-E,Affluent
MAC004921,ToU,ACORN-E,Affluent
MAC000078,Std,ACORN-E,Affluent
MAC001541,Std,ACORN-E,Affluent
MAC002154,ToU,ACORN-E,Affluent
MAC002098,ToU,ACORN-E,Affluent
MAC000637,Std,ACORN-E,Affluent
MAC001572,Std,ACORN-E,Affluent
MAC001571,Std,ACORN-E,Affluent
MAC000639,Std,ACORN-E,Affluent
MAC002099,ToU,ACORN-E,Affluent
MAC002102,ToU,ACORN-E,Affluent
MAC004977,ToU,ACORN-E,Affluent
MAC002106,ToU,ACORN-E,Affluent
MAC002156,ToU,ACORN-E,Affluent
MAC000646,Std,ACORN-E,Affluent
MAC000651,Std,ACORN-E,Affluent
MAC000080,Std,ACORN-E,Affluent
MAC002131,ToU,ACORN-E,Affluent
MAC000349,Std,ACORN-E,Affluent
MAC000652,Std,ACORN-E,Affluent
MAC000654,Std,ACORN-E,Affluent
MAC004965,ToU,ACORN-E,Affluent
MAC002132,ToU,ACORN-E,Affluent
MAC002140,ToU,ACORN-E,Affluent
MAC001562,Std,ACORN-E,Affluent
MAC002726,ToU,ACORN-E,Affluent
MAC000355,Std,ACORN-E,Affluent
MAC001506,Std,ACORN-E,Affluent
MAC002280,ToU,ACORN-E,Affluent
MAC004827,ToU,ACORN-E,Affluent
MAC002281,ToU,ACORN-E,Affluent
MAC001461,Std,ACORN-E,Affluent
MAC002290,ToU,ACORN-E,Affluent
MAC001457,Std,ACORN-E,Affluent
MAC002324,ToU,ACORN-E,Affluent
MAC002334,ToU,ACORN-E,Affluent
MAC001454,Std,ACORN-E,Affluent
MAC000357,Std,ACORN-E,Affluent
MAC002336,ToU,ACORN-E,Affluent
MAC001451,Std,ACORN-E,Affluent
MAC004822,ToU,ACORN-E,Affluent
MAC000358,Std,ACORN-E,Affluent
MAC000697,Std,ACORN-E,Affluent
MAC001445,Std,ACORN-E,Affluent
MAC002404,ToU,ACORN-E,Affluent
MAC001443,Std,ACORN-E,Affluent
MAC001442,Std,ACORN-E,Affluent
MAC002413,ToU,ACORN-E,Affluent
MAC001452,Std,ACORN-E,Affluent
MAC002215,ToU,ACORN-E,Affluent
MAC002268,ToU,ACORN-E,Affluent
MAC002265,ToU,ACORN-E,Affluent
MAC001504,Std,ACORN-E,Affluent
MAC000677,Std,ACORN-E,Affluent
MAC001501,Std,ACORN-E,Affluent
MAC001500,Std,ACORN-E,Affluent
MAC001499,Std,ACORN-E,Affluent
MAC001498,Std,ACORN-E,Affluent
MAC002225,ToU,ACORN-E,Affluent
MAC000679,Std,ACORN-E,Affluent
MAC004893,ToU,ACORN-E,Affluent
MAC001469,Std,ACORN-E,Affluent
MAC002226,ToU,ACORN-E,Affluent
MAC004855,ToU,ACORN-E,Affluent
MAC000686,Std,ACORN-E,Affluent
MAC000356,Std,ACORN-E,Affluent
MAC004851,ToU,ACORN-E,Affluent
MAC002240,ToU,ACORN-E,Affluent
MAC001479,Std,ACORN-E,Affluent
MAC001478,Std,ACORN-E,Affluent
MAC002264,ToU,ACORN-E,Affluent
MAC000693,Std,ACORN-E,Affluent
MAC001029,Std,ACORN-E,Affluent
MAC001575,Std,ACORN-E,Affluent
MAC000380,Std,ACORN-E,Affluent
MAC000770,Std,ACORN-E,Affluent
MAC000058,Std,ACORN-E,Affluent
MAC001130,Std,ACORN-E,Affluent
MAC004184,ToU,ACORN-E,Affluent
MAC004159,ToU,ACORN-E,Affluent
MAC001123,Std,ACORN-E,Affluent
MAC004152,ToU,ACORN-E,Affluent
MAC004144,ToU,ACORN-E,Affluent
MAC000916,Std,ACORN-E,Affluent
MAC000057,Std,ACORN-E,Affluent
MAC001117,Std,ACORN-E,Affluent
MAC001115,Std,ACORN-E,Affluent
MAC000918,Std,ACORN-E,Affluent
MAC001111,Std,ACORN-E,Affluent
MAC001109,Std,ACORN-E,Affluent
MAC004118,ToU,ACORN-E,Affluent
MAC004106,ToU,ACORN-E,Affluent
MAC004062,ToU,ACORN-E,Affluent
MAC001099,Std,ACORN-E,Affluent
MAC000028,Std,ACORN-E,Affluent
MAC000905,Std,ACORN-E,Affluent
MAC001134,Std,ACORN-E,Affluent
MAC000903,Std,ACORN-E,Affluent
MAC000372,Std,ACORN-E,Affluent
MAC001163,Std,ACORN-E,Affluent
MAC001161,Std,ACORN-E,Affluent
MAC001160,Std,ACORN-E,Affluent
MAC000875,Std,ACORN-E,Affluent
MAC001158,Std,ACORN-E,Affluent
MAC004303,ToU,ACORN-E,Affluent
MAC001154,Std,ACORN-E,Affluent
MAC000374,Std,ACORN-E,Affluent
MAC004260,ToU,ACORN-E,Affluent
MAC000936,Std,ACORN-E,Affluent
MAC001152,Std,ACORN-E,Affluent
MAC001149,Std,ACORN-E,Affluent
MAC001148,Std,ACORN-E,Affluent
MAC004239,ToU,ACORN-E,Affluent
MAC000367,Std,ACORN-E,Affluent
MAC000892,Std,ACORN-E,Affluent
MAC001144,Std,ACORN-E,Affluent
MAC000368,Std,ACORN-E,Affluent
MAC001138,Std,ACORN-E,Affluent
MAC000896,Std,ACORN-E,Affluent
MAC004245,ToU,ACORN-E,Affluent
MAC000940,Std,ACORN-E,Affluent
MAC000941,Std,ACORN-E,Affluent
MAC000049,Std,ACORN-E,Affluent
MAC001060,Std,ACORN-E,Affluent
MAC003648,ToU,ACORN-E,Affluent
MAC001056,Std,ACORN-E,Affluent
MAC003954,ToU,ACORN-E,Affluent
MAC003665,ToU,ACORN-E,Affluent
MAC001053,Std,ACORN-E,Affluent
MAC001052,Std,ACORN-E,Affluent
MAC000990,Std,ACORN-E,Affluent
MAC001001,Std,ACORN-E,Affluent
MAC003960,ToU,ACORN-E,Affluent
MAC000033,Std,ACORN-E,Affluent
MAC001042,Std,ACORN-E,Affluent
MAC001011,Std,ACORN-E,Affluent
MAC000034,Std,ACORN-E,Affluent
MAC000035,Std,ACORN-E,Affluent
MAC001039,Std,ACORN-E,Affluent
MAC001022,Std,ACORN-E,Affluent
MAC000036,Std,ACORN-E,Affluent
MAC001027,Std,ACORN-E,Affluent
MAC001032,Std,ACORN-E,Affluent
MAC001043,Std,ACORN-E,Affluent
MAC001164,Std,ACORN-E,Affluent
MAC001066,Std,ACORN-E,Affluent
MAC000977,Std,ACORN-E,Affluent
MAC000950,Std,ACORN-E,Affluent
MAC000951,Std,ACORN-E,Affluent
MAC004035,ToU,ACORN-E,Affluent
MAC004025,ToU,ACORN-E,Affluent
MAC000956,Std,ACORN-E,Affluent
MAC000958,Std,ACORN-E,Affluent
MAC000960,Std,ACORN-E,Affluent
MAC004000,ToU,ACORN-E,Affluent
MAC000964,Std,ACORN-E,Affluent
MAC003975,ToU,ACORN-E,Affluent
MAC001082,Std,ACORN-E,Affluent
MAC000968,Std,ACORN-E,Affluent
MAC003984,ToU,ACORN-E,Affluent
MAC001077,Std,ACORN-E,Affluent
MAC000972,Std,ACORN-E,Affluent
MAC000973,Std,ACORN-E,Affluent
MAC001073,Std,ACORN-E,Affluent
MAC000370,Std,ACORN-E,Affluent
MAC000045,Std,ACORN-E,Affluent
MAC000975,Std,ACORN-E,Affluent
MAC001081,Std,ACORN-E,Affluent
MAC004320,ToU,ACORN-E,Affluent
MAC001173,Std,ACORN-E,Affluent
MAC000066,Std,ACORN-E,Affluent
MAC002864,ToU,ACORN-E,Affluent
MAC002869,ToU,ACORN-E,Affluent
MAC004610,ToU,ACORN-E,Affluent
MAC004606,ToU,ACORN-E,Affluent
MAC004605,ToU,ACORN-E,Affluent
MAC001260,Std,ACORN-E,Affluent
MAC002879,ToU,ACORN-E,Affluent
MAC002881,ToU,ACORN-E,Affluent
MAC001252,Std,ACORN-E,Affluent
MAC004621,ToU,ACORN-E,Affluent
MAC004604,ToU,ACORN-E,Affluent
MAC000021,Std,ACORN-E,Affluent
MAC000804,Std,ACORN-E,Affluent
MAC004592,ToU,ACORN-E,Affluent
MAC004561,ToU,ACORN-E,Affluent
MAC002897,ToU,ACORN-E,Affluent
MAC002901,ToU,ACORN-E,Affluent
MAC001241,Std,ACORN-E,Affluent
MAC000812,Std,ACORN-E,Affluent
MAC000376,Std,ACORN-E,Affluent
MAC002895,ToU,ACORN-E,Affluent
MAC004525,ToU,ACORN-E,Affluent
MAC002839,ToU,ACORN-E,Affluent
MAC004622,ToU,ACORN-E,Affluent
MAC004655,ToU,ACORN-E,Affluent
MAC000774,Std,ACORN-E,Affluent
MAC000777,Std,ACORN-E,Affluent
MAC001294,Std,ACORN-E,Affluent
MAC002792,ToU,ACORN-E,Affluent
MAC000378,Std,ACORN-E,Affluent
MAC002798,ToU,ACORN-E,Affluent
MAC001287,Std,ACORN-E,Affluent
MAC002800,ToU,ACORN-E,Affluent
MAC000782,Std,ACORN-E,Affluent
MAC001284,Std,ACORN-E,Affluent
MAC001283,Std,ACORN-E,Affluent
MAC002809,ToU,ACORN-E,Affluent
MAC002811,ToU,ACORN-E,Affluent
MAC001277,Std,ACORN-E,Affluent
MAC000780,Std,ACORN-E,Affluent
MAC001276,Std,ACORN-E,Affluent
MAC002814,ToU,ACORN-E,Affluent
MAC002826,ToU,ACORN-E,Affluent
MAC002827,ToU,ACORN-E,Affluent
MAC004623,ToU,ACORN-E,Affluent
MAC001304,Std,ACORN-E,Affluent
MAC000823,Std,ACORN-E,Affluent
MAC001236,Std,ACORN-E,Affluent
MAC001194,Std,ACORN-E,Affluent
MAC004363,ToU,ACORN-E,Affluent
MAC003082,ToU,ACORN-E,Affluent
MAC003094,ToU,ACORN-E,Affluent
MAC001191,Std,ACORN-E,Affluent
MAC003111,ToU,ACORN-E,Affluent
MAC000855,Std,ACORN-E,Affluent
MAC001189,Std,ACORN-E,Affluent
MAC000861,Std,ACORN-E,Affluent
MAC004392,ToU,ACORN-E,Affluent
MAC004347,ToU,ACORN-E,Affluent
MAC001184,Std,ACORN-E,Affluent
MAC003135,ToU,ACORN-E,Affluent
MAC001181,Std,ACORN-E,Affluent
MAC000864,Std,ACORN-E,Affluent
MAC001180,Std,ACORN-E,Affluent
MAC004346,ToU,ACORN-E,Affluent
MAC003156,ToU,ACORN-E,Affluent
MAC001175,Std,ACORN-E,Affluent
MAC004334,ToU,ACORN-E,Affluent
MAC003124,ToU,ACORN-E,Affluent
MAC000825,Std,ACORN-E,Affluent
MAC001196,Std,ACORN-E,Affluent
MAC001198,Std,ACORN-E,Affluent
MAC002930,ToU,ACORN-E,Affluent
MAC002935,ToU,ACORN-E,Affluent
MAC002971,ToU,ACORN-E,Affluent
MAC002982,ToU,ACORN-E,Affluent
MAC001224,Std,ACORN-E,Affluent
MAC001223,Std,ACORN-E,Affluent
MAC000831,Std,ACORN-E,Affluent
MAC004449,ToU,ACORN-E,Affluent
MAC001215,Std,ACORN-E,Affluent
MAC000849,Std,ACORN-E,Affluent
MAC003035,ToU,ACORN-E,Affluent
MAC000837,Std,ACORN-E,Affluent
MAC000024,Std,ACORN-E,Affluent
MAC000840,Std,ACORN-E,Affluent
MAC004424,ToU,ACORN-E,Affluent
MAC003055,ToU,ACORN-E,Affluent
MAC003068,ToU,ACORN-E,Affluent
MAC001203,Std,ACORN-E,Affluent
MAC001199,Std,ACORN-E,Affluent
MAC000848,Std,ACORN-E,Affluent
MAC003043,ToU,ACORN-E,Affluent
MAC000636,Std,ACORN-E,Affluent
MAC000037,Std,ACORN-E,Affluent
MAC001705,Std,ACORN-E,Affluent
MAC005278,ToU,ACORN-E,Affluent
MAC001730,Std,ACORN-E,Affluent
MAC001884,Std,ACORN-E,Affluent
MAC001693,ToU,ACORN-E,Affluent
MAC000441,Std,ACORN-E,Affluent
MAC005271,ToU,ACORN-E,Affluent
MAC001731,Std,ACORN-E,Affluent
MAC001726,Std,ACORN-E,Affluent
MAC005266,ToU,ACORN-E,Affluent
MAC001886,Std,ACORN-E,Affluent
MAC001723,Std,ACORN-E,Affluent
MAC001722,Std,ACORN-E,Affluent
MAC000538,Std,ACORN-E,Affluent
MAC001720,Std,ACORN-E,Affluent
MAC001725,Std,ACORN-E,Affluent
MAC000443,Std,ACORN-E,Affluent
MAC005279,ToU,ACORN-E,Affluent
MAC000444,Std,ACORN-E,Affluent
MAC005292,ToU,ACORN-E,Affluent
MAC000448,Std,ACORN-E,Affluent
MAC001754,Std,ACORN-E,Affluent
MAC005291,ToU,ACORN-E,Affluent
MAC005290,ToU,ACORN-E,Affluent
MAC001753,Std,ACORN-E,Affluent
MAC000516,Std,ACORN-E,Affluent
MAC001299,ToU,ACORN-E,Affluent
MAC001651,ToU,ACORN-E,Affluent
MAC001745,Std,ACORN-E,Affluent
MAC001655,ToU,ACORN-E,Affluent
MAC005284,ToU,ACORN-E,Affluent
MAC000518,Std,ACORN-E,Affluent
MAC000526,Std,ACORN-E,Affluent
MAC001737,Std,ACORN-E,Affluent
MAC001279,ToU,ACORN-E,Affluent
MAC000540,Std,ACORN-E,Affluent
MAC001274,ToU,ACORN-E,Affluent
MAC001889,Std,ACORN-E,Affluent
MAC001701,Std,ACORN-E,Affluent
MAC001699,Std,ACORN-E,Affluent
